line_no,name,building_type,start_dynasty,start_year,century,province,dimension,term,term_confidence
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑结构体系,碉楼结构,0.9
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑结构体系,高层防御塔式结构,0.85
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑材料,生土,0.95
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑材料,砖,0.95
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑材料,石,0.95
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑材料,混凝土,0.95
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑功能,防卫,0.98
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑功能,居住,0.98
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,营造技艺,夯土技术,0.92
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,营造技艺,中西合璧营造法,0.85
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑空间布局,开敞空间,0.85
1705,乡城夯土碉楼,民居,明,1368,14世纪,四川省,建筑空间布局,居楼布局,0.85
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑结构体系,石梁桥,0.95
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑结构体系,桥头堡结构,0.93
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑结构体系,墩梁式,0.9
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑材料,条石,0.92
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑材料,石板,0.9
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑材料,粗凿石材,0.88
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑功能,防滑加固,0.85
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑功能,桥梁防护,0.82
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑功能,交通连接,0.8
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,营造技艺,无榫卯干砌,0.87
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,营造技艺,凹槽嵌梁,0.85
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,营造技艺,石面糙凿,0.83
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑空间布局,依地形布桥,0.78
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑空间布局,分散式布局,0.75
1714,泸县龙桥群,桥梁,明,1368,14世纪,四川省,建筑空间布局,溪流适配形制,0.73
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑结构体系,纵联式券拱,0.95
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑结构体系,谯楼,0.94
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑结构体系,双扇铁皮木质大门,0.93
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑材料,条石,0.98
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑材料,石头城墙,0.97
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑材料,一钉石一横石相间垒砌,0.96
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑功能,军事防御,0.93
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑功能,防洪,0.92
1716,潼川古城墙,官府,明,1522,16世纪,四川省,营造技艺,纵联式券拱,0.92
1716,潼川古城墙,官府,明,1522,16世纪,四川省,营造技艺,条石垒砌,0.91
1716,潼川古城墙,官府,明,1522,16世纪,四川省,营造技艺,浅浮雕花卉卷草纹饰,0.9
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑空间布局,四门制,0.9
1716,潼川古城墙,官府,明,1522,16世纪,四川省,建筑空间布局,东西南北对称布局,0.89
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑结构体系,斗拱木质结构,0.95
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑结构体系,三重檐歇山顶,0.94
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑结构体系,长方形平面,0.92
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑材料,石材,0.93
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑材料,木材,0.93
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑材料,灰色琉璃瓦,0.91
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑材料,黑色盘龙脊宝顶,0.89
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑功能,谯楼,0.9
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑功能,图书馆阅览室,0.9
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,营造技艺,斗拱结构,0.85
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,营造技艺,歇山顶营造,0.84
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,营造技艺,琉璃瓦铺作,0.82
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑空间布局,十字形通道,0.92
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑空间布局,石梯通厅,0.9
1727,宜宾大观楼,官府,明,1522,16世纪,四川省,建筑空间布局,底层架空,0.88
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑结构体系,重檐歇山式,0.95
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑结构体系,木结构,0.95
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑材料,木材,0.85
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑材料,青瓦,0.85
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑材料,红柱,0.85
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑功能,多民族历史见证,0.9
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑功能,红色文化遗址,0.9
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑功能,临时指挥部,0.9
1734,筹边楼,官府,唐,830,9世纪,四川省,营造技艺,榫卯结构,0.8
1734,筹边楼,官府,唐,830,9世纪,四川省,营造技艺,飞檐构造,0.75
1734,筹边楼,官府,唐,830,9世纪,四川省,营造技艺,歇山屋顶营造,0.75
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑空间布局,中部立柱隔间,0.8
1734,筹边楼,官府,唐,830,9世纪,四川省,建筑空间布局,神龛布局,0.8
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑结构体系,穿斗式,0.95
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑结构体系,木结构,0.93
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑材料,木材,0.55
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑功能,住宅,0.98
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑功能,宗祠,0.98
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑功能,园林,0.98
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,营造技艺,封檐板雕刻,0.75
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,营造技艺,神秘文字符号装饰,0.72
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑空间布局,十二院落,0.96
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑空间布局,组合紧凑,0.94
1738,寿安陈家大院,民居,清,1736,18世纪,四川省,建筑空间布局,布局大方合理,0.94
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑结构体系,木构架,0.85
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑结构体系,抬梁式,0.8
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑材料,青砖,0.88
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑材料,木材,0.9
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑材料,灰瓦,0.85
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑功能,乡试考场,0.95
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑功能,科举试院,0.93
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑功能,教育展示场所,0.9
1741,川北道贡院,官府,清,1653,17世纪,四川省,营造技艺,传统榫卯,0.82
1741,川北道贡院,官府,清,1653,17世纪,四川省,营造技艺,对称布局营造,0.78
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑空间布局,坐北向南,0.9
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑空间布局,分区布局,0.88
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑空间布局,前院考场,0.85
1741,川北道贡院,官府,清,1653,17世纪,四川省,建筑空间布局,格局完整,0.87
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑结构体系,砖木结构,0.95
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑结构体系,土木结构,0.95
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑材料,糯米灰浆,0.98
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑材料,石灰砖,0.98
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑功能,旅游景区,0.85
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑功能,民居,0.85
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,营造技艺,画栋雕梁,0.9
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,营造技艺,川南民居营造技艺,0.9
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑空间布局,船形布局,0.96
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑空间布局,多进院落,0.96
1747,泸县屈氏庄园,民居,清,1796,18世纪,四川省,建筑空间布局,围院结构,0.96
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑结构体系,依山就势,0.95
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑结构体系,环山围河,0.93
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑结构体系,卫城体系,0.92
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑结构体系,府卫双城,0.9
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑材料,石屏山石,0.6
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑材料,本地石材,0.58
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑功能,军事重镇,0.94
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑功能,交通要道,0.92
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑功能,边防防御,0.9
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑功能,苗疆古城,0.88
1750,镇远城墙,官府,明,1389,14世纪,贵州省,营造技艺,因地制宜,0.4
1750,镇远城墙,官府,明,1389,14世纪,贵州省,营造技艺,山地筑城,0.35
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑空间布局,太极格局,0.95
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑空间布局,依山傍水,0.94
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑空间布局,府卫隔河,0.93
1750,镇远城墙,官府,明,1389,14世纪,贵州省,建筑空间布局,环山抱水,0.92
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑结构体系,吊脚楼,0.92
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑结构体系,侗家四合楼院,0.92
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑材料,木材,0.85
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑材料,石灰石,0.85
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑材料,重晶石,0.85
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑材料,粘土,0.85
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑功能,集会议事,0.94
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑功能,休闲娱乐,0.94
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,营造技艺,穿斗式木构,0.88
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,营造技艺,榫卯结构,0.87
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,营造技艺,干栏营造法,0.86
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑空间布局,溪谷依势布局,0.96
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑空间布局,层叠上坡,0.96
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑空间布局,花桥跨溪,0.96
1754,榕江大利村古建筑群,民居,明,1368,14世纪,贵州省,建筑空间布局,石板路网,0.96
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,建筑结构体系,青石砌筑,0.95
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,建筑结构体系,墙垛结构,0.9
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,建筑材料,青石,0.95
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,建筑材料,料石,0.9
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,建筑功能,军事防御,0.9
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,建筑功能,土司治所,0.85
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,营造技艺,依山就势,0.85
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,营造技艺,青石精砌,0.85
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,营造技艺,墙垛安砌,0.8
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,建筑空间布局,依山就势,0.95
1756,岩门长官司城,官府,明,1382,14世纪,贵州省,建筑空间布局,背山面水,0.9
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑结构体系,伸臂梁结构,0.95
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑结构体系,毛石混凝土桥墩,0.94
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑结构体系,片石垒砌桥墩,0.93
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑结构体系,鹅卵石垒砌桥墩,0.92
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑材料,原木,0.93
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑材料,毛石混凝土,0.93
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑材料,片石,0.92
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑材料,鹅卵石,0.91
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑材料,木板,0.9
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑功能,风雨桥,0.75
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑功能,花桥,0.74
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,营造技艺,加长伸臂梁,0.9
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,营造技艺,层叠出挑,0.88
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑空间布局,五层密檐鼓楼楼冠,0.92
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑空间布局,歇山式屋顶,0.91
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑空间布局,单檐屋顶,0.9
1760,金勾风雨桥,桥梁,清,1884,19世纪,贵州省,建筑空间布局,长廊式布局,0.89
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑结构体系,抬梁式,0.85
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑结构体系,穿斗式,0.8
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑材料,砖石,0.6
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑材料,木材,0.55
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑功能,正堂,0.9
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑功能,签押房,0.88
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑功能,家祠,0.85
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑功能,五凤楼,0.82
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,营造技艺,榫卯结构,0.75
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,营造技艺,雕花装饰,0.7
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,营造技艺,石作台基,0.65
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑空间布局,围院结构,0.9
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑空间布局,坐北朝南,0.95
1773,侬氏土司衙署,官府,元,1368,14世纪,云南省,建筑空间布局,中轴对称,0.85
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑结构体系,木梁桥,0.95
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑结构体系,浮桥,0.93
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑结构体系,拱桥,0.92
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑结构体系,吊桥,0.94
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑结构体系,风雨桥,0.91
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑材料,木材,0.92
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑材料,藤绳,0.88
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑材料,铁链,0.87
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑材料,木枋,0.9
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑功能,交通通行,0.85
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑功能,行人歇息,0.84
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑功能,文化遗产保护,0.82
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,营造技艺,木枋交错架叠,0.91
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,营造技艺,挑梁衔接,0.89
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,营造技艺,藤绳编织,0.87
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,营造技艺,瓦顶覆盖,0.86
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑空间布局,桥亭,0.88
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑空间布局,木板遮挡,0.87
1775,沘江古桥梁群,桥梁,明,1628,17世纪,云南省,建筑空间布局,廊道式布局,0.85
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑结构体系,尖拱石桥,0.98
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑结构体系,圆拱石桥,0.97
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑结构体系,六墩七孔,0.96
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑结构体系,四墩五孔,0.95
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑材料,红砂石,0.95
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑材料,糯米灰浆,0.94
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑材料,石灰掺糯米浆,0.93
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑功能,交通要道,0.92
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑功能,石栏护桥,0.91
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑功能,桥头楼阁,0.9
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,营造技艺,石砌拱券,0.9
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,营造技艺,碑刻装饰,0.89
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,营造技艺,斗拱飞檐,0.88
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑空间布局,东西走向,0.94
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑空间布局,南北走向,0.93
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑空间布局,四柱三门牌楼,0.92
1782,星宿桥和丰裕桥,桥梁,明,1614,17世纪,云南省,建筑空间布局,十柱九门石阙,0.91
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑结构体系,抬梁式,0.85
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑结构体系,穿斗式,0.82
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑材料,砖石,0.6
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑材料,木材,0.58
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑功能,家宅,0.95
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑功能,宗祠,0.93
1784,建水朱家花园,民居,清,1730,18世纪,云南省,营造技艺,传统木构,0.4
1784,建水朱家花园,民居,清,1730,18世纪,云南省,营造技艺,榫卯结构,0.38
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑空间布局,纵三横四,0.97
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑空间布局,五间六耳五间厅,0.96
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑空间布局,一大天井附四小天井,0.95
1784,建水朱家花园,民居,清,1730,18世纪,云南省,建筑空间布局,院落并列联排,0.94
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,建筑结构体系,抬梁式,0.6
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,建筑结构体系,穿斗式,0.55
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,建筑材料,砖石,0.55
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,建筑材料,生土,0.5
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,建筑功能,行政区,0.55
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,建筑功能,府邸,0.5
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,营造技艺,夯土墙,0.6
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,营造技艺,木雕,0.55
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,建筑空间布局,合院式,0.65
1790,红河县东门楼及迤萨民居,民居,清,1644,17世纪,云南省,建筑空间布局,多进院落,0.5
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑结构体系,藏式四合院,0.95
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑结构体系,三层木构架,0.92
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑结构体系,立柱承重结构,0.9
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑材料,大红立柱,0.85
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑材料,彩色围栏,0.83
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑材料,木材,0.8
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑功能,唐卡艺术画廊,0.98
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑功能,公租房,0.96
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑功能,军事司令部旧址,0.95
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,营造技艺,传统藏式木作,0.6
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,营造技艺,彩绘装饰工艺,0.55
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑空间布局,临街门面房,0.9
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑空间布局,内院通道式,0.88
1793,拉让宁巴,民居,唐,1368,14世纪,西藏自治区,建筑空间布局,平顶可上人屋面,0.85
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑结构体系,森厦式,0.92
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑结构体系,天井采光结构,0.91
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑结构体系,藏式柱头支撑结构,0.9
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑材料,阿嘎土,0.95
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑材料,夯土,0.93
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑材料,木材,0.92
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑功能,仓储功能,0.94
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑功能,宅第功能,0.93
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑功能,酒店功能,0.92
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,营造技艺,铜皮包裹楼梯,0.89
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,营造技艺,铁花栏杆工艺,0.88
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,营造技艺,铁钉加固木梯,0.87
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑空间布局,三进天井布局,0.93
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑空间布局,坐北朝南格局,0.92
1795,邦达仓,民居,清,1368,14世纪,西藏自治区,建筑空间布局,逐级抬升布局,0.91
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑结构体系,藏式木石结构,0.85
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑结构体系,承重墙体系,0.75
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑材料,石梯,0.55
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑材料,砖石,0.5
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑功能,民居,0.95
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑功能,商铺,0.9
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑功能,办公用房,0.85
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑功能,社区卫生服务站,0.8
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,营造技艺,维修工程,0.55
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑空间布局,坐北朝南,0.9
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑空间布局,围院结构,0.85
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑空间布局,三层布局,0.8
1797,桑珠颇章,民居,明,1642,17世纪,西藏自治区,建筑空间布局,临街商铺,0.75
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑结构体系,藏式三层楼房,0.95
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑结构体系,院落式结构,0.92
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑材料,木材,0.55
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑材料,砖石,0.5
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑功能,驻藏大臣衙门,0.98
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑功能,居所,0.95
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑功能,行政办公,0.93
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,营造技艺,传统藏式营造,0.4
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,营造技艺,木构架技术,0.35
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑空间布局,中轴对称,0.9
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑空间布局,双院落布局,0.92
1799,冲赛康,官府,清,1728,18世纪,西藏自治区,建筑空间布局,门狮装饰,0.85
1800,拉鲁颇章,民居,清,1780,18世纪,西藏自治区,建筑结构体系,藏式建筑,0.95
1800,拉鲁颇章,民居,清,1780,18世纪,西藏自治区,建筑结构体系,三层结构,0.93
1800,拉鲁颇章,民居,清,1780,18世纪,西藏自治区,建筑材料,石材,0.85
1800,拉鲁颇章,民居,清,1780,18世纪,西藏自治区,建筑材料,木材,0.87
